,Comment,id,date,Pos,Neg,Neu
56,"I don't like the tail lights on this new X3. I wonder why BMW finds it difficult to simplify tail lights. The front end looks great here though, especially with the black grille.","
 @HEEHEEBOII
 ",1 year ago,0.112,0.126,0.763
57,"bought the 2021 version, engines the same 2022 is just a minor face lift. Been enjoying it ever since!","
 @porscheguy5848
 ",1 year ago,0.178,0.0,0.822
58,It’s amazing how good the old M2/3/4 looked and how bad they look now. They gotta fire their designer who’s making these changes.,"
 @Kromer0
 ",1 year ago,0.212,0.187,0.601
59,"I feel like this review was missing a ""rough road"" section for us city dwellers. The suspension in a test drive felt very rough even in comfort.","
 @iamdonvilla
 ",1 year ago,0.175,0.123,0.702
60,I actually like the regular bumper more than the M.,"
 @mogie73
 ",1 year ago,0.238,0.0,0.762
61,"Great car so much fun and yet still practical! The optional  M Sports differential  is the secret sauce, It turns the car into a true sports-car/ SAV!!","
 @lcater9555
 ",1 year ago,0.34,0.0,0.66
62,I had a 2020 one as a service rental when my 430 was in the shop. Man do I miss that thing.,"
 @shawnshibu
 ",1 year ago,0.0,0.086,0.914
63,Dope!!!! That launch control was awfully long but worth it!!!!,"
 @RellupNorth
 ",1 year ago,0.303,0.0,0.697
64,Bmw got rid of the wireless charger on most models due to supply issues. Ordered an X5 earlier this year and that was taken away even thought it was included in the package purchased. They refunded the cost,"
 @bookstorecore
 ",1 year ago,0.0,0.0,1.0
65,Just picked up a September '22 build (in Australia) and I'm so disappointed that it doesn't have the pull-back sun visors like the one in this vid ,"
 @dfberry
 ",1 month ago,0.082,0.131,0.787
66,Yet again - a great review - thanks!,"
 @urdarkside1
 ",7 months ago,0.709,0.0,0.291
67,Your editor deserves a raise!,"
 @rosstudisco8650
 ",1 year ago,0.0,0.0,1.0
68,I can tell right away when you guys aren’t crazy about a car!,"
 @kashsres1064
 ",1 year ago,0.0,0.212,0.788
69,I can feel the tension between them getting a bit intenser than before. I won’t be surprised if they part ways in the future. But I hope they don’t.,"
 @jamalpurvis
 ",1 year ago,0.183,0.057,0.76
70,Those tail lights look like the Halo Energy sword. I love the look too. Great review guys!,"
 @superstarsfastcars
 ",1 year ago,0.524,0.0,0.476
71,I think all the 40i versions deserve the M badges IMO. They are basically a street version of a M series. The real M’s are track cars IMO. Not to mention that less than 3 mods and a 40i makes just as much power as an M. . I’m just saying…. .,"
 @theshindogg
 ",1 year ago,0.0,0.0,1.0
