Name,Comment,Date
Wab1974uk,"Vee12V said:It'll certainly make the roads more interesting but Im afraid I can't see people getting out of their Macans for it.I recently ordered a Macan S. So 380bhp. If this had been released slightly earlier, I may have held off to see one in the flesh, and take a test drive. Apart form the Ford Puma headlights, I like the look of it.However, why such a huge gap in power between versions? 300bhp, 325bhp, then 530bhp. Surely there was a better option for 300, 400, then 530?","April 02, 2022"
Spleen,I'm more intrigued by the Land Rover comment!,"April 02, 2022"
Veloce144,"Wab1974uk said:Vee12V said:It'll certainly make the roads more interesting but Im afraid I can't see people getting out of their Macans for it.I recently ordered a Macan S. So 380bhp. If this had been released slightly earlier, I may have held off to see one in the flesh, and take a test drive. Apart form the Ford Puma headlights, I like the look of it.However, why such a huge gap in power between versions? 300bhp, 325bhp, then 530bhp. Surely there was a better option for 300, 400, then 530?Follows the platform its based on, I have never understood why the stelvio went from: 200 to 276 to 510, the middle seems lacking and again with the Grecale","April 02, 2022"
Bobby Lee,Another obese yellow blob of plastic! Hooray!,"April 02, 2022"
DeltaEvo2,"Stelvio 200, 280 (quick enough) and 510 but for the Grecale 300 then 325? Strange...","April 02, 2022"
Nickbrapp,"The front is a puma, The back is a skoda scala, the steering wheel is out of a MG ZS","April 02, 2022"
VS02,It’s pretty hideous to me. The Macan still has it beat for looks in my opinion.,"April 02, 2022"
Callum43,"Another new SUV launch for a vehicle that’ll have zero impact in almost any market . The name means Greek Wind apparently but suggest any owners steer clear of Cornwall as , I’d bet , it’ll be called The Grockell in honour of the county’s appreciation of incomers who’ll be the ones driving them . Apologies for inflicting my poor attempt at humour on those who take these things more seriously.","April 02, 2022"
DeltaEvo2,VS02 said:It’s pretty hideous to me. The Macan still has it beat for looks in my opinion.De gustibus non disputandum est.,"April 02, 2022"
Gareth9702,DeltaEvo2 said:De gustibus non disputandum est.I wish to dispute that.,"April 02, 2022"
DeltaEvo2,Gareth9702 said:I wish to dispute that.Nice...,"April 02, 2022"
JPOnstwedder,A Maserati should be elegant and stylish. This thing is frumpy and even by today’s low standards the interior looks a total mess. Pass.,"April 02, 2022"
DeltaEvo2,Who is the designer?,"April 02, 2022"
southerndriver,Until we see the pricing any comparison with the Macan is a difficult call. The Macan is a brilliant vehicle and will be tough for the Maserati to come close but as I own one I'm biased.From a financial point of view I would expect the Macan to walk all over the Grecale when comparing resale values.Edited by southerndriver on Saturday 2nd April 16:07,"April 02, 2022"
tim-jxv5n,"I cant see the point in it. I cant see the point in any small SUV though when a mid sized car like a 4gc or a5 sportback does the same jobWeve got a q7 for the only reason that it's got 7 seats and a huge boot for my 3 kids, associates family and friends and my 6 stone dogIf I still had 2 kids I wouldn't be driving an SUV, our old 4gc and a5 sportback never struggled for space 3 years agoI'm desperate for a low slung 2 seat sports car by the way, just cant afford one because I've got 3 kids!!","April 02, 2022"
anonymous-user,"A four pot soft roader Maserati. What wonderful treats will they find for car enthusiasts next, perhaps a Facel Vega that's a rebadged Chevrolet, or a 3 pot diesel Ford Kuga badged as a GT40?This car has nothing going for it except a badge, a badge which it devalues by existing.","April 02, 2022"
noble12345,DeltaEvo2 said:Who is the designer?Someone who wanted to make Miss Piggy and Jabba the Hutts lovechild by the looks of it and that interior is so dated.The MC20 thing looks a bit st too tbh the interior looks cheap and those covered back lights are awfull esp when dirty.Shame as i wanted Maserati to do well.,"April 02, 2022"
Nicolas Lazar,"So they acknowledge having issues with the market positioning of the Levante. But instead of working on it and try to move it up, they offer a new one - lower. Makes total sense. Btw, the Greyscale looks awful, proportions are totally out of whack.Edited by Nicolas Lazar on Saturday 2nd April 20:10","April 02, 2022"
P4ROT,"Face only a mother could love. But I'm not the target market, who, will probably buy many of them....","April 02, 2022"
Pontus88,"It's fairly clear that you can obtain the majority of the pro's of a SUV from an estate without some of the cons.It would be refreshing if a company such as Maserati could produce a type of spacious 'estate like car', or something along that theme. Losing the bulk, the 22inch plus wheels, the blobby brick profile, gaping plastic grilles and largely redundant 4wd systems along the way. Maybe the designers and engineers could be asked to be innovative? Rather than follow the market, they might create a new market, they might lead rather than follow. Porsche got there early, and fair play to them for seeing the gap. Now we are seeing multiple marks eyeing up the returns and pile in (better late than never?) to this increasingly saturated market. Hopefully we'll see the inevitable slow death of this segment soon, but we need another innovative company to make the first move...","April 02, 2022"
Mikebentley,Spleen said:I'm more intrigued by the Land Rover comment!I reckon Defender 130. Seen several out testing on M40/42.,"April 02, 2022"
aestivator,"""King Canute's ill-fated order for a rising tide to stop was directed to the North Sea; almost exactly a thousand years later he'd likely be equally frustrated...""[nasal voice] Actually, Canute was trying to prove to his obsequious courtiers that even a mighty king such as he was a mere mortal, and did not have power over the tide.Hideous car by the way, and I'm usually more of a fan of SUVs than most. Reminiscent of the mk1 Cayenne from some angles, and not in a good way.Edited by aestivator on Saturday 2nd April 22:08","April 02, 2022"
BVB,"For an SUV, that is actually pretty good looking. Nice proportions.","April 02, 2022"
biggbn,DeltaEvo2 said:Who is the designer?It didn't have one. Awful looking thing.,"April 02, 2022"
iphonedyou,"Pontus88 said:It's fairly clear that you can obtain the majority of the pro's of a SUV from an estate without some of the cons.It would be refreshing if a company such as Maserati could produce a type of spacious 'estate like car', or something along that theme. Losing the bulk, the 22inch plus wheels, the blobby brick profile, gaping plastic grilles and largely redundant 4wd systems along the way. Maybe the designers and engineers could be asked to be innovative? Rather than follow the market, they might create a new market, they might lead rather than follow. Porsche got there early, and fair play to them for seeing the gap. Now we are seeing multiple marks eyeing up the returns and pile in (better late than never?) to this increasingly saturated market. Hopefully we'll see the inevitable slow death of this segment soon, but we need another innovative company to make the first move...Eh? You so hate SUVs that you wish to see the death of the segment?What an absolutely mental viewpoint.","April 02, 2022"
Wills2,"I like it the 530hp anyway, interior looks nice, wouldn't have yellow, I'd take it a lovely shade of grey ones those like BMWs Dravit grey that changes hue depending on the light conditions and pops and shimmers in direct sunshine with gold/bronze flecks.","April 02, 2022"
PGIL,My wife has a new Macan GTS and says she will not get out of it for a car that does not have the build quality of a Porsche at at that price point. Sorry for pointing out the fact that there is no longer a Macan Turbo as stated in the article.,"April 03, 2022"
hornbaek,"GT3hopeful said:Joeogilvie said:I traded from a Macan to a new StelvioQF last summer - there’s no question as to the better interior quality and sense of solidity in the Macan, but the StelvioQF masks it’s weight far better, and even compared to the more sporty cars in my garage, is fun to drive.The Macan has extremely high residuals, and probably presents the most economic option, but the standard kit on a StelvioQF is impressive and you don’t have to spend big on options - that’s not always taken into account when Macan residuals are being discussed.I considered a Levante, but it was too dated and dynamically weak compared to the StelvioQF, though it’s hard not to find the brand appealing. If the Grecale had been available when I bought the StelvioQF last year, I’d definitely have considered it, but I suspect it would have to have been substantially better dynamically to justify the premium over the StelvioQF.I’m looking for a replacement for my Range Rover SC 5.0 and agee with the above. I would want a smaller car as the RR is too big for driving around Milan and I saw the Grecale in the flesh and it looked good. I think it’s main feature (The Trofeo) is that it is not a Mecan GTS and that it is nicer inside than the Stelvio which in my opinion is let down by some cheap materials inside the cabin.+1","April 03, 2022"
Schermerhorn,The next Macan will be all electric which will be its biggest USP and be a big hit I suspect in bigger ULEZ cities.,"April 03, 2022"
DodgyGeezer,"""inoffensively handsome styling"" - please make an appointment at specsavers","April 03, 2022"
WY86,"A lot of love for the Macan it seems, it is a very nice car however to me it felt it sat between a q3 and q5 in terms of size inside. The GLC, X3 and Q5 are far more practical and roomier.","April 03, 2022"
smilo996,"""(for those times you want to dominate a trackday in your SUV)"" by dint of everyone else keeping their distance as it lurches about the track. Do trackday peeps do SUV only trackdays?Like doing a bike trackday with a Goldwing.Will the chaps really give up their VW badged Audi's and Porsches for one? Won't it be squeezed by the Ferrari as well?","April 03, 2022"
smilo996,"""(for those times you want to dominate a trackday in your SUV)"" by dint of everyone else keeping their distance as it lurches about the track. Do trackday peeps do SUV only trackdays?Like doing a bike trackday with a Goldwing.Will the chaps really give up their VW badged Audi's and Porsches for one? Won't it be squeezed by the Ferrari as well?","April 03, 2022"
jbforce10,"iphonedyou said:Pontus88 said:It's fairly clear that you can obtain the majority of the pro's of a SUV from an estate without some of the cons.It would be refreshing if a company such as Maserati could produce a type of spacious 'estate like car', or something along that theme. Losing the bulk, the 22inch plus wheels, the blobby brick profile, gaping plastic grilles and largely redundant 4wd systems along the way. Maybe the designers and engineers could be asked to be innovative? Rather than follow the market, they might create a new market, they might lead rather than follow. Porsche got there early, and fair play to them for seeing the gap. Now we are seeing multiple marks eyeing up the returns and pile in (better late than never?) to this increasingly saturated market. Hopefully we'll see the inevitable slow death of this segment soon, but we need another innovative company to make the first move...Eh? You so hate SUVs that you wish to see the death of the segment?What an absolutely mental viewpoint.Almost as mental as the suggestion that Maserati ""produce a type of spacious 'estate like car'"" in the current market where SUV sales dwarf those of estate cars.","April 03, 2022"
southerndriver,"Noticed that it has a stupid body kit, taking away one of the advantages of most SUVs which is good ground clearance. I take mine off the road quite often on to uneven ground and the ground clearance is a major advantage over normal cars.","April 03, 2022"
Spleen,"I went over a kerb in my Range Rover today, took me five minutes to find the right setting so went with Rock Crawl in the end, made it without a scratch - phew! Lot of unhappy people behind me though, sad for them.","April 03, 2022"
Hairymonster,"A Maserati salesman recently confided that the Levante has been about as popular as a turd in a swimming pool, and v hard to shift.","April 03, 2022"
cayman-black,"WY86 said:A lot of love for the Macan it seems, it is a very nice car however to me it felt it sat between a q3 and q5 in terms of size inside. The GLC, X3 and Q5 are far more practical and roomier.Not from, I think they are awful, another very ugly Porsche boring.","April 03, 2022"
ptopman,"Jeep Grand Cherokee looks much better than this. I doubt Stellantis would allow the Jeep to handle quite as well as the Maserati, though.","April 04, 2022"
AlphaDelta,"TCS1 said:It looks an awful lot like the Ford PumaExactly my first thought, and the Puma looks better.","April 04, 2022"
Sandpit Steve,"jbforce10 said:Almost as mental as the suggestion that Maserati ""produce a type of spacious 'estate like car'"" in the current market where SUV sales dwarf those of estate cars.Indeed. While a car enthusiast forum such as this still shows much love for estate cars, in the real world of new car sales a large majority of people are still going for the SUV option. I’m going to run my old E500 wagon until it dies, or until I can afford to upgrade it to an E63!","April 04, 2022"
DodgyGeezer,"AlphaDelta said:TCS1 said:It looks an awful lot like the Ford PumaExactly my first thought, and the Puma looks better.a LOT better!","April 04, 2022"
FlukePlay,"I quite like the look of this and it would probably make a decent family car to do all the usual practical stuff; school run, shopping, family road trips, spirited evening drive to the gym but that's about it. It's not an SUV in the sense that this could never get me to the summer house (mud tracks, varying wade depth stream, gravel and rocks, decent entry/departure angles).For those that are interested in annual, worldwide Maser sales figures:2011 1,655 -15.73*2012 1,087 -34.322013 1,556 43.152014 5,734 268.512015 6,067 5.812016 7,904 30.282017 9,668 22.322018 8,074 -16.492019 5,666 -29.822020 3,435 -39.382021 4,277 24.51indicates % increase/decease over the year before (edit)What does this launch tell you?Edited by FlukePlay on Monday 4th April 11:52","April 04, 2022"
1974foggy,"Crikey, could it look any fatter and blander? The proportions are terrible, those doors look so tall and thin.","April 04, 2022"
DeltaEvo2,"Come on, it's not that bad! Blimey, I've seen more offensive looking cars...BMWs anyone?","April 04, 2022"
PADW,Looks great and must be a hoot to drive-,"April 05, 2022"
MissDarkside,"I'm just really disappointed in its top speed with that Trofeo engine. What's the point of a Maserati if you can't sing along to Joe Walsh's Life's Been Good ""my Maserati does 185, I lost my licence, now I don't drive""?Price will be the most interesting thing. I expect the GT & Modena to come in cheaper than their Porsche equivalents and the Trofeo above the Turbo S. Is it good enough to justify it? Not if this write-up is to be believed.","April 05, 2022"
benjidog,Nice legs shame about the face.,"April 06, 2022"
CrgT16,Thread revival but I am considering the Trofeo vs a 911 GTS due to practicality… am I mad?Driving the 911 will surely be the better drive but I kind of need the use of 4 seats.M3 touring? Had a 340i in the past so don’t want the M3. Really tempted by the engine on this Grecale Trofeo!,"July 04, 2022"
Nickbrapp,CrgT16 said:Thread revival but I am considering the Trofeo vs a 911 GTS due to practicality… am I mad?Driving the 911 will surely be the better drive but I kind of need the use of 4 seats.M3 touring? Had a 340i in the past so don’t want the M3. Really tempted by the engine on this Grecale Trofeo!Buy a macan,"July 04, 2022"
MayNine,"While it's not very exciting or novel, I don't hate it. I can't recall the last time I saw a Maserati on UK roads, but this looks like it might sell a few - for better or worse.","December 16, 2022"
cerb4.5lee,"I like the look of this, and I've always wanted to own a Maserati too. I think that this should sell pretty well I reckon.","December 16, 2022"
Baldchap,"There were about 20 Lavantes in my small village, but they seemed to disappear within about three months. I have no idea why.Be interested to see if this is the same.I do know a thing or two about this car but don't want to get anyone in bother. All I'll say is I won't be buying one.","December 16, 2022"
NGK210,"Preferable to the usual suspects but similar to its Tonale cousin, it has ‘orrible front and rear overhangs.Is Stellantis trying to set a trend or prioritising platform-sharing economies of scale above aesthetics?","December 16, 2022"
limpsfield,"MayNine said:While it's not very exciting or novel, I don't hate it. I can't recall the last time I saw a Maserati on UK roads, but this looks like it might sell a few - for better or worse.As an ex Maserati owner a long time ago I would agree with this.That front end still looks a bit ""Ford-looking"" to me.An interesting alternative to a Macan.","December 16, 2022"
cerb4.5lee,"Baldchap said:There were about 20 Lavantes in my small village, but they seemed to disappear within about three months. I have no idea why.I was interested in the diesel Lavante until I looked at its performance/economy mix. It was a fair bit behind the Merc GLC350d that I had at the time in comparison in that regard, so I dismissed it in the end.","December 16, 2022"
Ryan_T,"The headlights make it look like the Ford Puma crossover, ha.","December 16, 2022"
greggy50,Interested to see what the electric version comes in at.If its sub £80k I think they could be onto a winner.,"December 16, 2022"
emperorburger,Hats off to anyone that wants to put 14 grand down and pay £566 a month for this on a PCP.,"December 16, 2022"
Water Fairy,"cerb4.5lee said:Baldchap said:There were about 20 Lavantes in my small village, but they seemed to disappear within about three months. I have no idea why.I was interested in the diesel Lavante until I looked at its performance/economy mix. It was a fair bit behind the Merc GLC350d that I had at the time in comparison in that regard, so I dismissed it in the end.I think our LCI F25 X3 35d is actually quite competitive still regarding those two measures. Ours is fully specced as well, and I mean fully specced. 22k from a dealer earlier in the year with warranty.I can see something like this on our driveway in a few years.","December 16, 2022"
Turbobanana,"Article said:The Grecale is aiming to be just like a Porsche MacanWell, it's failed then. Because this looks good.","December 16, 2022"
bennytheball,"[quote=Ryan_T]The headlights make it look like the Ford Puma crossover, ha.True, but the Puma is so much better resolved everywhere else...The Macan shows a compact SUV can be good looking. This thing just looks dumpy to me.","December 16, 2022"
wpa1975,The colour does not help but it looks very bloated styling wise,"December 16, 2022"
TheMilkyBarKid,Kind of looks like a bit like an Alfa Giulietta that let itself go and put on a bit of timber to me?Edited by TheMilkyBarKid on Friday 16th December 23:35,"December 16, 2022"
The spinner of plates,blob,"December 16, 2022"
aestivator,Urgh. Yellow doesn't do it any favours but that rear 3/4 view in particular is awful.,"December 16, 2022"
ghost83,Not that pretty and wouldn’t spend that level of money on it as it will depreciate far quicker than a Macan,"December 16, 2022"
Wab1974uk,"There pricing is bonkers.I have a Macan S on order with some tasty options. All in, just over £70k. But that gets me 380bhp.Surely Maserati could have bridge the gap between 330bhp & 530bhp?At 380-400 bhp and priced against the Porsche I might have taken a look.","December 16, 2022"
carlo996,"Wab1974uk said:There pricing is bonkers.I have a Macan S on order with some tasty options. All in, just over £70k. But that gets me 380bhp.Surely Maserati could have bridge the gap between 330bhp & 530bhp?At 380-400 bhp and priced against the Porsche I might have taken a look.But Porsche likely have a car better dealer experience.","December 16, 2022"
Yarlsberg,Looks like a Suzuki Swift.Long gone are the days of captivating sweeping Pininfarina styling…,"December 16, 2022"
stuckmojo,"It's a Stelvio, isn't it?","December 16, 2022"
GTRene,It looks very BIG looking at this picture compared to the person driving it.,"December 16, 2022"
Wab1974uk,"carlo996 said:There pricing is bonkers.I have a Macan S on order with some tasty options. All in, just over £70k. But that gets me 380bhp.Surely Maserati could have bridge the gap between 330bhp & 530bhp?At 380-400 bhp and priced against the Porsche I might have taken a look.But Porsche likely have a car better dealer experience.From first hand experience, I'd say maybe not.","December 16, 2022"
wpa1975,"stuckmojo said:It's a Stelvio, isn't it?Yep same platform (FCA Giorgio)","December 16, 2022"
Maxus,"Whilst they may have similar DNA, this looks to sit much better than the Tonale, which looks a bit gangly to me.I quite like the look of it and hope it leads to seeing more Maseratis on the roads.","December 16, 2022"
nismo48,GTRene said:It looks very BIG looking at this picture compared to the person driving it.+1 he does look rather lost,"December 16, 2022"
epom,"Looks a bit gruesome to me, but hey, impossible please everyone.","December 16, 2022"
Silvanus,"NGK210 said:Preferable to the usual suspects but similar to its Tonale cousin, it has ‘orrible front and rear overhangs.Is Stellantis trying to set a trend or prioritising platform-sharing economies of scale above aesthetics?Hss nothing in common with the Tonale, this is based on a heavily updated version of the Alfa Romeo Stelvio’s Giorgio platform. The Tonale is related to the the Jeep Compass and Dodge Hornet","December 16, 2022"
Roger Irrelevant,"emperorburger said:Hats off to anyone that wants to put 14 grand down and pay £566 a month for this on a PCP.It did strike me as a bit odd when the article said (basically) - 'It's £58.5k, which is a lot, but it's ok because it's actually £14k and £566 a month'. So a bit over £34k to drive a not-particularly-attractive 4-pot SUV with a list price of £58k for 3 years...that still seems quite a lot. And it's 'only' about as quick as the X3 30d I've been considering, which isn't a performance SUV as such. I suppose if the Maserati badge means a lot to you then it may make sense, but it doesn't to me.Edit: in fairness on re-reading it the article isn't implying that the cost via PCP is ok, if anything it studiously avoids saying anything one way or the other!Edited by Roger Irrelevant on Friday 16th December 15:37","December 16, 2022"
NMNeil,"""The Grecale is equipped with a comprehensive range of Level 2 Advanced Driving Assistance Systems, the highest level of driving automation support available on the market.""https://www.maserati.com/us/en/models/grecaleSo speed limiter fitted as standard, $102,000 sticker price, and it looks like so many other SUV's on the market.Can't see them flying off the showroom floor especially with the Maserati piss poor track record here in the US.https://www.hotcars.com/maserati-biturbo-looks-inc...","December 16, 2022"
Roger Irrelevant,nismo48 said:GTRene said:It looks very BIG looking at this picture compared to the person driving it.+1 he does look rather lostThis prompted me to check - it's a tiny bit longer than my 2014 XC70 and I doubt it's any narrower. When my Volvo was made eight short years ago it was considered to be a pretty large estate (still is I suppose). But this is apparently a 'compact' SUV. That seems a bit mad tbh.,"December 16, 2022"
Kipsrs,In my humble opinion it’s a good looking car and a reasonable alternative to a Porsche. Not everyone is a Porsche fan and on that basis I can see this selling well.For me though I would take the Macan.,"December 16, 2022"
ate one too,"In the flesh it looks only very slightly smaller than a Levante, having seen them side by side at Graypaul.It is bigger all round, inside and out compared to a Macan.","December 16, 2022"
SYC378L,Another SUV tt chariot. &#128529;,"December 16, 2022"
Arsecati,"Ryan_T said:The headlights make it look like the Ford Puma crossover, ha.I think it's entire shape makes it look like a Ford Puma! It was the exact car that came to mind when I looked at the pictures, and you posting this confirmed it (so glad I wasn't the only one!).","December 16, 2022"
S600BSB,Who'd want a fast estate car when you could be driving an SUV Maserati.,"December 16, 2022"
Nickbrapp,Surely it’s more of a E pace rival than a F pace?,"December 16, 2022"
Baldchap,"S600BSB said:Who'd want a fast estate car when you could be driving an SUV Maserati.Ooh, I know this one. Me please.","December 16, 2022"
The spinner of plates,S600BSB said:Who'd want a fast estate car when you could be driving an SUV Maserati.,"December 16, 2022"
Mackofthejungle,"Christ, what the fk is that? Who's designing these things? Just look at it, bloody hell... It's horrific, utterly horrific. It looks 80s in all the wrong ways. Fat and crass.There's one reason only to buy a car like this, and it's badge. It looks worse than everything else, it'll have worse functionality than everything else (I thought the ""bad Italian electronics"" were a thing of the past, but recent experiences have taught me otherwise), and it'll drive like everything else (at best).","December 16, 2022"
don logan,"Turbobanana said:Article said:The Grecale is aiming to be just like a Porsche MacanWell, it's failed then. Because this looks good.It’s like a Macan but with hips and a real perrty mouth!!It’s the Macan Sophia Loren","December 16, 2022"
limpsfield,"don logan said:Turbobanana said:Article said:The Grecale is aiming to be just like a Porsche MacanWell, it's failed then. Because this looks good.It’s like a Macan but with hips and a real perrty mouth!!It’s the Macan Sophia LorenGreat line!","December 16, 2022"
Roma101,"It may work better in a darker colour, but that looks a bit of a mess to me. It looks like a mash up of about 3 or 4 other cars.Pricing is punchy as well. Subject to what’s on the standard equipment list and how it drives, Maserati is asking a lot of people to convince them pay about £8k more for the 330hp version than a Macan S.Although it is tempting to use the default cliche of “sure it will sell well regardless”, I am not so sure with this one.","December 16, 2022"
Magikarp,That gops.,"December 16, 2022"
ducnick,"I saw one in a silver at the local maserati dealers recently. It doesn’t look too bad in the metal in a normal colour, but I can’t imagine why anyone would buy oner over a macan, x3, q5, etc to be honest.It’s a competitive sector and the Maserati badged fiat/jeep/Alfa blob has no redeeming qualities other than its badge.","December 16, 2022"
Whydoyoutalkcrap,Sorry but I'd love to know what they were smoking when they came up with those prices!,"December 16, 2022"
pSyCoSiS,"Side and rear look good, but that front end is a bit weird. Interior not bad.It looks relatively small in the initial shots, but then when you see the one with the drive inside, it seems quite a large car.","December 16, 2022"
Harry Flashman,"That is almost wilfully ugly. Dumpy, uncohesive and a real mess. Just look at the overhangs!","December 16, 2022"
Turbobanana,"Well, I think we've ticked all the boxes:Italian electricsOverhangsPowerHow much?!?!Non-Germanic colourIt's not a MacanDepreciationPH: predictability matters.Oh, wait, 'Ring time. Damn","December 16, 2022"
Boom78,I’m sorry but that looks hangingI don’t mind an SUV but the proportions and styling look way out,"December 16, 2022"
duncs,"Mackofthejungle said:Christ, what the fk is that? Who's designing these things? Just look at it, bloody hell... It's horrific, utterly horrific. It looks 80s in all the wrong ways. Fat and crass.Thank goodness for this post, I was beginning to think there must be something wrong with my eyes because to me this thing is absolutely fking hideous, a complete mess, I can't believe this abomination was ever signed off as even 'that will do'. fking hell.","December 17, 2022"
Mr Tidy,"duncs said:Mackofthejungle said:Christ, what the fk is that? Who's designing these things? Just look at it, bloody hell... It's horrific, utterly horrific. It looks 80s in all the wrong ways. Fat and crass.Thank goodness for this post, I was beginning to think there must be something wrong with my eyes because to me this thing is absolutely fking hideous, a complete mess, I can't believe this abomination was ever signed off as even 'that will do'. fking hell.You aren't alone - it's a minger!Why does the waistline have to be above your shoulder?","December 17, 2022"
Harry Flashman,"Turbobanana said:Well, I think we've ticked all the boxes:Italian electricsOverhangsPowerHow much?!?!Non-Germanic colourIt's not a MacanDepreciationPH: predictability matters.Oh, wait, 'Ring time. DamnI'm glad you like it - someone is going to have to buy that munter, and it won't be me.","December 17, 2022"
CrgT16,I would have Trofeo in yellow please.,"December 17, 2022"
NGK210,"Silvanus said:Hss nothing in common with the Tonale, this is based on a heavily updated version of the Alfa Romeo Stelvio’s Giorgio platform…Stelvio? Is that the much better looking, cheaper SUV with a Ferrari-designed V6 from a manufacturer that recently topped the JD Power Sales Satisfaction Index?https://www.motor1.com/news/621771/alfa-romeo-tops...","December 17, 2022"
Court_S,"Not my cup of tea and it doesn’t look that compact when you look at the picture of it being driven. The rear end has a very Porsche profile to it from some angles.Pricing is very punchy for a four pot hybrid. Personally, I think it’s a tough sell compared to the competition which is well established in this sector.","December 17, 2022"
Silvanus,"NGK210 said:Hss nothing in common with the Tonale, this is based on a heavily updated version of the Alfa Romeo Stelvio’s Giorgio platform…Stelvio? Is that the much better looking, cheaper SUV with a Ferrari-designed V6 from a manufacturer that recently topped the JD Power Sales Satisfaction Index?https://www.motor1.com/news/621771/alfa-romeo-tops...yep, you'd be mad to chose the top spec one of these over a Quadrifoglio","December 17, 2022"
ate one too,Don't forget the top of the range Grecale Trofeo has a version of the 'Nettuno' engine as debuted in the MC20. Easily a rival for the Alfa's V6 in the Stelvio Quadrifoglio. A triple test with a Macan Turbo would be interesting.,"December 17, 2022"
Silvanus,"ate one too said:Don't forget the top of the range Grecale Trofeo has a version of the 'Nettuno' engine as debuted in the MC20. Easily a rival for the Alfa's V6 in the Stelvio Quadrifoglio. A triple test with a Macan Turbo would be interesting.its a lot more expensive than the Alfa too. I'd put money on that test being Porsche, Alfa then Maserati.","December 17, 2022"
cluckcluck,Does this help?https://www.maserati.com/gb/en/brand/stories-of-au...,"December 17, 2022"
ate one too,"cluckcluck said:Does this help?https://www.maserati.com/gb/en/brand/stories-of-au...Fortunately ....""This Barbie Maserati Grecale will only be available in two units: one auctioned at Neiman Marcus’ Fantasy Gift event in Los Angeles1.""Hopefully, Katie Price's latest squeeze will buy her the other one and she'll write it off ...","December 17, 2022"
NGK210,"I wonder, was the exterior design originally for a different Stellantis marque?But then someone said, “‘Ang on lads, I’ve an idea: let’s enlarge the dimensions by 20%, get some Puma lamps, stick a trident emblem on the grille, and then bosh – market it as a Maser SUV!”","December 17, 2022"
urquattroGus,"As a former Giulia Quad owner and now F Pace SVR daily, I wouldn’t mind at least giving this a try.","December 17, 2022"
swisstoni,"NGK210 said:I wonder, was the exterior design originally for a different Stellantis marque?But then someone said, “‘Ang on lads, I’ve an idea: let’s enlarge the dimensions by 20%, get some Puma lamps, stick a trident emblem on the grille, and then bosh – market it as a Maser SUV!”Looks to me that they’ve done the opposite, with a Stelvio. Not a pleasing result, either way.","December 17, 2022"
Wren-went,"I think that looks great I'm not normally a lover of Yellow motors but don't mind it in the Grecale , the cost though I'd definitely prefer a similar like priced Macan.The price may put people off, but no doubt there's going to be plenty turning up at all premier League training grounds .The village I live in theirs 2 Maserati s so hopefully I may well see 1 soon, regarding the pink Grecale let's hope Katie price is still banned from driving and theirs not likely to a pink paint job on order and registered in the UK.","December 17, 2022"
JohnBRG,"urquattroGus said:As a former Giulia Quad owner and now F Pace SVR daily, I wouldn’t mind at least giving this a try.The exact 2 cars I'm looking at....which do you prefer?","December 17, 2022"
drpep,"No thanks - this has whiffs of Fiat 500L about it. Inside isn’t bad, but the front is terrible.","December 18, 2022"
VR6 Eug,Thats not a pretty face.,"December 18, 2022"
Jon556,"I don’t know why they couldn’t make it pretty - it’s not BMW trying to appease all markets, so they don’t need to suit people who’s taste is questionable.It will probably sell though.","December 18, 2022"
RogerDodgerSuperTodger,Like playing scraphead challenge at kicking out time.,"December 18, 2022"
Montcoffer,"Let’s not forget the Macan is at the end of its life, and you see them everywhere, I’d have the Grecale as a daily if nothing else to have something different and support an awesome brand, give Maserati a break, I like it ( but not in yellow)I’m biased as I’m a recent Quatroporte owner, I’m loving Maserati as a brand, having been a loyal Porsche fan for years, I’m a convert and loving driving something different.","December 18, 2022"
nuttywobbler,"To me, this looks like something launched in 2012 - it looks old already.","December 19, 2022"
urquattroGus,"JohnBRG said:The exact 2 cars I'm looking at....which do you prefer?Both of them…. Obviously quite different.Both have been a joy to own.After 4.5 years in the Giulia Quad I actually ordered another new one, but I sold that new one on after just a month. It was watered down and did not drive neatly as well, the facelift car has different suspension components, no carbon roof as standard etc etc. They changed the setup to reduce wheel skip when cold, but the facelift was far less satisfying and fun to drive for me. Mine was a 2017 car. Facelift from 2020 in the Alfa.The SVR I ended up with by surprise, I tried a C63S and an F90 M5 and found the Merc disappointing and the M5 just dull.The SVR is a very practical and great everyday car, with good luxury. But the surprising thing is how much character it has, obviously it sounds great, has instant thrust, and the handling is fun and the control inputs nicely weighted. The SVR is such a great all round and fun everyday car, and obviously good in all weathers unlike the Alfa. Wanted an Estate originally but don’t feel short changed by the SVR, it’s pretty unique in its class.Hope that helps","December 19, 2022"
nuttywobbler,"It looks dated already, like something released in 2012.","March 22, 2022"
Milemuncher,Could it look any more bland?,"March 22, 2022"
Deerfoot,Headlights borrowed from the Ford Puma?,"March 22, 2022"
pb8g09,Like a cross between an Alfa Romeo Giullietta and the current model Ford Puma.I’m guessing the pricing will make this a niche option like all previous Maserati,"March 22, 2022"
Dohnut,I like the analouge style digital clock.That's about it.,"March 22, 2022"
2xChevrons,"Is it just me or is this barely an SUV? It looks more like a large hatchback.This seems to be the logical conclusion of the modern desire for everthing to be an SUV or CUV - manufacturers are pruning their offerings of estates, saloons and hatchbacks...but then making their SUVS/CUVs lower-riding and less bulky, so we're ending up back at hatchbacks and estates, but now they have slightly bulkier bodywork and some black plastic on their nether regions.","March 22, 2022"
